Плагиат;Длина документа;Цитируемость;Документ
0;116881;82; Лекторский В.А., Пружинин Б.И., Бодякин В.И., Дубровский Д.И., Колин К.К., Мейлик-Гайказян И.В., Урсул А.Д. Информационный подход в междисциплинарной перспективе (материалы круглого стола). Вопросы философии.  2010. № 2.  С. 84-112
0;37380;82; Сухинов А.И., Чистяков А.Е., Алексеенко Е.В. Численная реализация трехмерной модели гидродинамики для мелководных водоемов на супервычислительной системе. Математическое моделирование.  2011. Т. 23. № 3.  С. 3-21
0;14146;81; Лысикова М., Вальд М., Масиновски З. Механизмы воспалительной реакции и воздействие на них с помощью протеолитических энзимов. Цитокины и воспаление.  2004. Т. 3. № 3.  С. 48-53
0;47115;81; Крюкова Т.Л. Возрастные и кросскультурные различия в стратегиях совладающего поведения. Психологический журнал.  2005. Т. 26. № 2.  С. 5-15
0;35408;81; Бойцов С.А. Что мы знаем о патогенезе артериальной гипертензии. Consilium Medicum.  2004. Т. 6. № 5.  С. 315-319
0;55190;81; Марцинкевич В.И. Инвестиции в человека: экономическая наука и российская экономика. Мировая экономика и международные отношения.  2005. № 9.  С. 29-39
0;98015;81; Лущак В.И. Свободнорадикальное окисление белков и его связь с функциональным состоянием организма (обзор). Биохимия.  2007. Т. 72. № 8.  С. 995-1017
0;62714;81; Мау В. Экономическая политика в 2004 году: поиск модели консолидации роста. Вопросы экономики.  2005. № 1.  С. 4-27
0;24811;81; Шиятов С.Г., Терентьев М.М., Фомин В.В. Пространственно-временная динамика лесотундровых сообществ на Полярном Урале. Экология.  2005. № 2.  С. 83-90
1951;23535;81; Белошицкий А.В., Бережная И.Ф. Становление субъектности студентов в образовательном процессе вуза. Педагогика.  2006. № 5.  С. 60-66
0;14399;81; Райзберг Б., Морозов Н. Государственное управление инновационными процессами. Экономист.  2008. № 1.  С. 35-38
0;128827;81; Шевельков А.В. Химические аспекты создания термоэлектрических материалов. Успехи химии.  2008. Т. 77. № 1.  С. 3-21
0;29152;81; Хабриева Т.Я. Миграция в России: о модели правового регулирования. Журнал российского права.  2006. № 7 (115).  С. 3-12
0;20423;81; Курейчик В.В., Курейчик В.М., Родзин С.И. КОНЦЕПЦИЯ ЭВОЛЮЦИОННЫХ ВЫЧИСЛЕНИЙ, ИНСПИРИРОВАННЫХ ПРИРОДНЫМИ СИСТЕМАМИ. Известия ЮФУ. Технические науки.  2009. № 4 (93).  С. 16-24
0;49110;81; Бондарь Н.С. Конституционное правосудие как фактор модернизации российской государственности. Журнал российского права.  2005. № 11 (107).  С. 15-30
0;10633;81; Громов В.С., Шестимеров С.М., Увайсов С.У. ВЫСОКОТОЧНЫЙ ТРАНЗИСТОРНЫЙ ДАТЧИК ТЕМПЕРАТУРЫ. Датчики и системы.  2010. № 11.  С. 19-22
0;17622;81; Минаков В.Ф., Минакова Т.Е., Галстян А.Ш., Шиянова А.А. Обобщенная экономико-математическая модель распространения и замещения инноваций. Экономический анализ: теория и практика.  2012. № 47.  С. 49-54
0;43006;81; Бондур В.Г. КОСМИЧЕСКИЙ МОНИТОРИНГ ПРИРОДНЫХ ПОЖАРОВ В РОССИИ В УСЛОВИЯХ АНОМАЛЬНОЙ ЖАРЫ 2010 г. Исследование Земли из космоса.  2011. № 3.  С. 3-13
0;46644;81; Дробижева Л.М. ЗАВОЕВАНИЯ ДЕМОКРАТИИ И ЭТНОНАЦИОНАЛЬНЫЕ ПРОБЛЕМЫ РОССИИ (Что может и чего не может дать демократизация?). Общественные науки и современность.  2005. № 2.  С. 16-28
5918;51400;81; Горшков М.К. РОССИЙСКИЙ МЕНТАЛИТЕТ В СОЦИОЛОГИЧЕСКОМ ИЗМЕРЕНИИ. Социологические исследования.  2008. № 6.  С. 100-114
0;245072;81; Захарова Г.С., Волков В.Л., Ивановская В.В., Ивановский А.Л. Нанотрубки и родственные наноструктуры оксидов d-металлов: синтез и моделирование. Успехи химии.  2005. Т. 74. № 7.  С. 651-685
22135;24598;81; Веревкин Л.П. Социальная ответственность бизнеса. Мониторинг общественного мнения: экономические и социальные перемены.  2010. № 1 (95).  С. 37-48
0;25525;81; Белкин А.А. Обычаи и обыкновения в государственном праве. Известия высших учебных заведений. Правоведение.  1998. № 1 (220).  С. 34-39
0;5577;81; Коржевский Д.Э., Григорьев И.П., Отеллин В.А. ПРИМЕНЕНИЕ ОБЕЗВОЖИВАЮЩИХ ФИКСАТОРОВ, СОДЕРЖАЩИХ СОЛИ ЦИНКА, В НЕЙРОГИСТОЛОГИЧЕСКИХ ИССЛЕДОВАНИЯХ. Морфология.  2006. Т. 129. № 1.  С. 85-86
689;4073;81; Лебедева Н.М., Ясин Е.Г. Культура и инновации: к постановке проблемы. Форсайт.  2009. Т. 3. № 2.  С. 16-26
0;3391;81; Емельянов А.М. Продовольственная безопасность страны: угроза и факторы нейтрализации. Российский экономический журнал.  2003. № 7.  С. 27-42
0;19715;80; Щербань А.Б., Братцев К.Е., Жашкова Т.В., Михеев М.Ю. ОБОБЩЕННЫЕ СТРУКТУРНЫЕ МОДЕЛИ ИНФОРМАЦИОННЫХ ОБЪЕКТОВ. Известия высших учебных заведений. Поволжский регион. Технические науки.  2009. № 1.  С. 12-22
